content,score
"Já foi bom, hoje em dia não avisa mais sobre os radares, apenas alguns, mas a maioria vc tem que ficar olhando pro app pra ver a área de radar, antes avisava de todos. As informações reportadas aparecem em cima do tempo de corrida e previsão de chegada o aue também é péssimo, as opções de rota estão um lixo, limitadas e sempre pelo caminho que tem trânsito (android auto) um dia mudei de direção da rota e curiosamente ganhei 10 minutos, porque não há outras opções mais inteligentes? Melhorem! 1*",ruim
"Trava o tempo todo, fica procurando rede, demora reconhecer a rota, e fica tentando localizar GPS, no caminho fica dando erro e para de funcionar. Ultimamente tem colocado na rota onde tem mais trânsito. Parece que o aplicativo está perdido, confuso, tá difícil usar. Aplicativo estava perfeito, agora começou a dar os mesmos problemas. Já fiz de tudo e nada. Não encontra o GPS e não fixa na rota, pede pra virar direita, esquerda tudo junto, e fica todo confuso. Ja fiz tudo e nada adianta",ruim
"Depois dessa última atualização que eu fiz hoje, ficou além de lento, burro. Além de não mostrar o sentido correto, não recai uma, não mostra o destino correto mesmo já tendo chegado, se você fizer uma curva, ele cria uma alça na rua...sem o menos sentido. Não deveria ter atualizado!!!! Está insuportável.. só da para usar o maps agora",ruim
"Gente é muito difícil manter esse app, em comparação ao Google maps, na mesma rota o waze marca 1:17hrs enquanto o maps marca 57min, adivinha quem está certo? O Google maps. Fora os problemas de rotas ""mais rápidas"", alteradas automaticamente, que na verdade são bem piores. Depois que o app foi comprado pela google, ele ficou sucateado. Pergunto será que um dia vai voltar a ter atualização para corrigir esses bugs? Já foi o meu App GPS favorito, hoje é algo inutilizado.",ruim
"Minha esposa e eu possuímos Moto Z Play. Ambos estão apresentando o mesmo problema de navegação, de alguns dias para cá. Fica perdendo a navegação. Muitas reclamações, então é o app! Solução q encontrei: Em ambos os aparelhos, temos que colocar o Cel na posição horizontal e depois voltar para vertical. Após isso, a navegação estabiliza.",ruim
"O app era sensacional ,uso a muitos anos ,depois da última atualização ficou muito ruim , não dá pra usar mais mais ,as rotas estão loucas ,fazem caminhos alternativos péssimos ,dentro de bairros, percurso mais longo e demorado que o normal . Colocando os usuários em perigo . A diferença de tempo e km para outros navegadores é de 30 % mais longo e demorado. Melhor voltar a versão anterior , até que sejam corrigidos estes problemas ,pois estão prejudicando milhões de usuários. Android 13 edge 30",ruim
"(16/11/23) Waze não funciona com Android Auto. Simples assim. Apaguei cache, desinstalei, instalei novamente o app. Continuam o problema de congelamento e a mensagem ""Sem sinal de GPS"". Está horrível o Waze! Esta atualização para Android Auto mais recente é péssima, o GPS congela... Está impossível usar o Waze espelhado na multimídia. Realmente uma pena estragarem um app tão útil. Está inconfiável.",ruim
"Tem um problema sério de visualização. O ícone onde aparece a velocidade máxima da pista, fica à direita da tela e é minúsculo. Para conseguir visualizar, tem que tirar o olho da estrada e focar nele. Tanto na tela do celular quanto no Android Auto. Sei que ele avisa quando passa da velocidade, mas geralmente eu quero saber qual a velocidade máxima naquele trecho, e é muito ruim para vizualizar. Fácil de arrumar: coloquem na esquerda da tela, grande e visível, em um fundo com contraste.",ruim
"O Wase era maravilhoso. Agora está cheio de defeitos. Inclusive não mostra mais estimativas de horário para nos programarmos para a viagem (o que era um diferencial), direto tem erros de conexão GPS, dentre outros. Sugiro que ""voltem"" algumas atualizações e melhorem a usabilidade do app. Se for para atualizar, que seja para melhor.",ruim
"Estou com problemas de ""sem sinal"" no aplicativo. Independente do lugar, acontece isso. Fiz um teste no Maps e está funcionando normalmente. hoje (15) Fiz um teste: formatei o meus aparelhos. Fiz os testes no Google Maps e Waze. Continua tendo um delay (Waze) na parte da navegação. Achei que fosse alguma antena no meu aparelho, porém como foi previsto, os dois aparelhos que tenho estão com delay na parte da navegação.",ruim
"O Waze está ficando louco! Faz tempo que ele está traçando caminhos horríveis, muito.mais longos e demorados! Tem errado direto o caminho! Por exemplo: entre minha cidade e São Paulo-SP, tem pouco mais de 200Km e leva cerca de 2hrs30min, mas ele queria que eu fosse por um caminho de mais de 400Km com mais de 5 horas de viagem! Tentei desinstalar e reinstalar mas não resolveu... A opção foi mudar para o Google Maps que, como aplicativo é bem inferior, mas está traçando o caminho correto... :(",ruim
"Após a última atualização ficou extremamente ruim. Ao ponto de não dar para utilizar no Android Auto. Maioria das vezes só aparece a mensagem ""Atualização"" e não abre o mapa em tela cheia. Quando está combinado com outros apps até aparece mas com outras informações junto, de.maneira super poluída. Retiraram o tempo restante para chegar a um destino, informação que era muito boa. Estou desinstalando e vou usar só o GPS do Google.",ruim
"Esse aplicativo era 5 estrelas, um dos melhores que já existiu, faz s melhor rota, mostra os radares, blitz policial, trânsito intenso, etc. De uns tempos pra cá vem atualizando e cada vez piora mais, está calculando rota do nada, indicando localização errada, alguns radares não está acusando, a atenção sobre o radar antes era muito melhor de ver e com uma cor verde chamativa, agora está branco e na parte de baixo, muito ruim isso, vamos atualizar para melhorar, não para piorar o que estava bom.",ruim
"Hoje 06/09/22 após tentar iniciar o aplicativo o mesmo diz que está sem conexão com a rede, mas, outros aplicativos em meu telefone não apresenta esse erro, até mesmo o Google Maps está funcionando perfeitamente. Tentei excluir o aplicativo e baixá-lo novamente mas agora após ter baixado não quer nem abrir a tela de início. A dias vem apresentando instabilidades com o Android auto e hoje parou de vez. Uso o aplicativo para trabalhar pois sempre foi o melhor em termos de confiabilidade.",ruim
"Depois de algumas atualizações, o App está muito ruim, péssimo, apresenta estabilidade, indica locais errados que não são possíveis de carro passar, não indica os radares com precisão, perde sinal do GPS de forma constante, se perde nas rodas e te leva a caminhos errados, a KM mosta errada, NÃO INSTALEM ESSE APP, INDICO OUTROS BEM MELHORES, O WAZE PRECISA TER A QUALIDADE DE QUANDO FOI LANÇADO, em vez de melhorarem está piorando. O GOOGLE MAPS ESTA MUITO MAIS PRECISO, bem como outros aplicativos.",ruim
"Sempre avaliei o aplicativo como excelente. A última versão deixou o aplicativo ruim, pois quando paro em um semáforo e tenho uma conversão na sequência, o aplicativo entende, que eu já fiz a conversão e já me coloca na outra via. Anteriormente isso ocorria, isso atrapalha muito a visualização do percurso, causando confusão.",ruim
"Péssima precisão. Não detecta diferença de faixas em avenidas. A idéia do aplicativo continua sendo boa. Mas, no fato de não fazerem nada para melhorar esse problema de precisão é grave. Acaba fazendo uma viagem de 20 minutos chegar a 70 minutos. Nesse ponto, precisão, o Google maps é nota máxima.",ruim
"Quando comecei a usar o Waze para trabalhar como motorista de aplicativo, estava tudo ok, ótimo funcionamento,mas de uma semana pra cá,ficou impossível pra eu trabalhar usando o Waze. A tela começa a girar descontroladamente,a voz eletrônica não para de falar a mesma coisa seguidamente, enfim, totalmente descontrolado.ja desinstalei o aplicativo, reinstalei,reiniciei o celular,mas nada adiantou. Alguém pode me ajudar? Obrigado.",ruim
"GPS está simplesmente horrível. Costumo usar pra trabalho (motorista de app) tem me deixado na mão ultimamente. Desinstalei pra ver se melhora, se continuar assim, vou ter que usar outro app. Uma pena, anos que uso Waze. Revejam esses bugs... 11/11/21 Estou desinstalando o Waze, vive bugando, me deixando na mao quando mais preciso... Varios ""pontos cegos"" na cidade(SP), torcendo que apareça outro concorrente, Waze está acomodado demais, por saber que o maps não tem as mesmas funções",ruim
"Não designa melhor rota, muito mau planejado o app",ruim
A conexão do Waze com o Android Auto na VW é tenebrosa... Travamentos constantes do mapa. Falhas de sistema. Bugs. O diabo a 4. Pavoroso!,ruim
"Porque o cursor não fica centralizado? Utilizo o Google maps, funciona, o GPS do Uber, funciona, o GPS da 99, funciona, mas o Waze fica da metade da tela para cima. Que doido!",ruim
Horrível tá em inglês e não consigo mudar.,ruim
"O que era para virar a direita e depois chegar ao destino...me fez aumentar o trajeto em mais de 8km. Se fosse uma vez, poderia até relevar, mas mais de 3 vezes... Pelamor...uma estrela é muito ainda... Desculpem, mas pra melhorar Waze, creio que tem que refazer muitos parâmetros... Fora o que aparecia antes, que não aparece mais... Aaaaa... Já fiz de tudo, limpei cache, forcei parada, desinstalei, instalei e nada... Mesma coisa... Então parei de usar... Tô usando o concorrente...",ruim
Aplicativo não sai do sinal de GPS perdido Já fiz tudo que podia e nada Desinstalei o Waze com tristeza pra usar o maps,ruim
"Perigoso! Não instalem esse aplicativo, risco de perder seu carro, o aplicativo me mandou pro meio do mato de Uberlândia para Uberaba numa estrada de chão com água em poçada batendo a cintura, 27 km com mais de 10 verdadeiras lagoas no meio da estrada uma atrás da outra e a única forma era passar com o carro, o carro apagou de tanta água e tive que voltar para trás e usei o Google maps e me mandou certinho por estrada pavimentada, quase perdi meu motor. Não usem esse aplicativo, é perigoso",ruim
nao avisa pardal,ruim
"Já foi bom, de uns tempo pra cá, sem som e e quando sai, sai muito baixo, que nem colocando fone de ouvido o som melhora Definitivamente vou parar de usar Vou até desinstalar pra não passar Raiva",ruim
Atualmente,ruim
Tem hr que ele APP e um lixo,ruim
toda hra gps perde sinal app parece estar bugado....,ruim
Não consigo abrir,ruim
"Vocês tem que arrumar a centralização desse GPS. Fica totalmente torto a tela como se tivesse uma outra tela de aviso na parte inferior, mesmo não tendo aviso nenhum.",ruim
Não está abrindo,ruim
Já foi ontimo mas não sei o aconteceu que não avisa os radares nem polícia reportado a frente ficou uma mmmmmmmmmmmmmm,ruim
